number,date,time,gender,age,accuracy,nationality1,accuracy,nationality2,accuracy,nationality3,accuracy,direction
25279,2024年11月10日,20:52,1,90,0.36,0,0.67,1,0.44,0,0.86,0.77
25280,2024年11月10日,20:53,0,64,0.94,0,0.28,1,0.11,0,0.29,0.56
25281,2024年11月10日,20:53,1,13,0.44,0,0.75,1,0.41,0,0.72,0.20
25282,2024年11月10日,20:54,1,45,0.40,0,0.23,1,0.62,0,0.46,0.49
25283,2024年11月10日,20:55,1,32,0.35,0,0.76,1,0.99,0,0.09,0.84
25284,2024年11月10日,20:55,0,41,0.25,1,0.96,0,0.77,0,0.30,0.34
25285,2024年11月10日,20:56,1,8,0.83,0,0.58,1,0.89,0,0.32,0.39
25286,2024年11月10日,20:56,0,69,0.62,0,0.97,1,0.81,0,0.37,0.30
25287,2024年11月10日,20:57,0,78,0.56,0,0.90,1,0.12,0,0.30,0.07
25288,2024年11月10日,20:57,1,32,0.59,0,0.40,1,0.57,1,0.49,0.99
25289,2024年11月10日,20:58,0,6,0.21,1,0.26,0,0.53,0,0.92,0.37
25290,2024年11月10日,20:58,1,3,0.41,0,0.31,1,0.20,0,0.45,0.13
25291,2024年11月10日,20:58,0,35,0.32,0,0.42,1,0.44,1,0.99,0.76
25292,2024年11月10日,20:58,1,43,0.47,0,0.58,1,0.45,1,0.88,0.30
25293,2024年11月10日,21:01,1,42,0.82,0,0.83,1,0.72,1,0.20,0.06
25294,2024年11月10日,21:01,1,4,0.20,1,0.42,0,0.94,0,0.28,0.05
25295,2024年11月10日,21:02,1,94,0.49,0,0.49,1,0.43,1,0.23,0.98
25296,2024年11月10日,21:03,1,66,0.43,0,0.59,1,0.64,1,0.02,0.56
25297,2024年11月10日,21:03,1,56,0.42,0,0.32,1,0.61,0,0.35,0.65
25298,2024年11月10日,21:04,0,42,0.61,0,0.48,1,0.45,1,0.35,0.30
25299,2024年11月10日,21:04,0,35,0.95,0,0.39,1,0.22,1,0.69,0.10
25300,2024年11月10日,21:04,1,93,0.33,0,0.51,1,0.36,1,0.65,0.70
25301,2024年11月10日,21:05,1,83,1.00,0,0.55,1,0.83,1,0.12,0.94
25302,2024年11月10日,21:05,1,95,0.78,0,0.35,1,0.43,0,0.72,0.68
25303,2024年11月10日,21:06,1,69,0.06,1,0.70,0,0.83,0,0.71,0.33
25304,2024年11月10日,21:06,0,31,0.16,1,0.22,0,0.45,0,0.04,0.54
25305,2024年11月10日,21:08,0,51,0.33,0,0.76,1,0.74,1,0.65,0.13
25306,2024年11月10日,21:08,1,82,0.81,0,0.99,1,0.48,1,0.59,0.76
25307,2024年11月10日,21:10,0,33,0.25,1,0.31,0,0.27,1,0.39,0.15
25308,2024年11月10日,21:11,1,42,0.40,0,0.40,1,0.13,0,0.24,0.50
25309,2024年11月10日,21:11,0,12,0.36,0,0.20,1,0.26,1,0.43,0.18
25310,2024年11月10日,21:12,0,53,0.17,1,0.95,0,0.34,0,0.07,0.32
25311,2024年11月10日,21:12,1,95,0.58,0,0.46,1,0.71,0,0.55,0.39
25312,2024年11月10日,21:12,0,93,0.64,0,0.92,1,0.20,0,0.69,0.51
25313,2024年11月10日,21:13,1,33,0.71,0,0.94,1,0.72,0,0.53,0.53
25314,2024年11月10日,21:13,1,71,0.55,0,0.62,1,0.79,0,0.27,0.21
25315,2024年11月10日,21:13,0,55,0.28,1,0.71,0,0.22,1,0.05,0.41
25316,2024年11月10日,21:13,1,73,0.74,0,0.35,1,0.81,0,0.76,0.98
25317,2024年11月10日,21:14,0,26,0.41,0,0.67,1,0.23,1,0.26,0.84
25318,2024年11月10日,21:14,0,62,0.45,0,0.54,1,0.95,1,0.37,0.97
25319,2024年11月10日,21:15,1,87,0.64,0,0.66,1,0.18,0,0.96,0.87
25320,2024年11月10日,21:15,1,55,0.40,0,0.93,1,0.12,1,0.89,0.33
25321,2024年11月10日,21:15,1,28,0.05,1,0.17,0,0.05,0,0.61,0.04
25322,2024年11月10日,21:16,1,66,0.90,0,0.57,1,0.12,0,0.47,0.77
25323,2024年11月10日,21:16,1,69,0.10,1,0.75,0,0.64,0,0.32,0.40
25324,2024年11月10日,21:16,1,54,0.09,1,0.55,0,1.00,1,0.53,0.28
25325,2024年11月10日,21:16,0,24,0.86,0,0.19,1,0.17,0,0.15,0.36
25326,2024年11月10日,21:17,1,44,0.54,0,0.86,1,0.97,0,0.44,0.87
25327,2024年11月10日,21:17,1,86,0.32,0,0.35,1,0.24,0,0.91,0.30
25328,2024年11月10日,21:17,0,15,0.17,1,0.25,0,0.75,0,0.09,0.28
25329,2024年11月10日,21:18,0,26,0.53,0,0.41,1,0.44,0,0.57,0.97
25330,2024年11月10日,21:18,1,89,0.94,0,0.67,1,0.80,1,0.65,0.17
25331,2024年11月10日,21:20,0,68,0.45,0,0.34,1,0.06,1,0.43,0.06
25332,2024年11月10日,21:20,0,9,0.73,0,0.81,1,0.12,0,0.98,0.46
25333,2024年11月10日,21:20,0,63,0.83,0,0.06,1,0.74,0,0.68,0.84
25334,2024年11月10日,21:24,0,86,0.09,1,0.09,0,0.67,0,0.52,0.05
25335,2024年11月10日,21:25,0,72,0.46,0,0.42,1,0.90,1,0.73,0.83
25336,2024年11月10日,21:26,1,51,0.64,0,0.29,1,0.60,1,0.82,0.29
25337,2024年11月10日,21:26,1,52,0.09,1,0.77,0,0.01,0,0.80,0.04
25338,2024年11月10日,21:26,1,45,0.24,1,0.60,0,0.56,0,0.77,0.69
25339,2024年11月10日,21:27,1,57,0.50,0,0.01,1,0.69,1,0.85,1.00
25340,2024年11月10日,21:27,0,69,0.95,0,0.00,1,0.70,0,0.95,0.42
25341,2024年11月10日,21:27,1,26,0.88,0,0.16,1,0.46,1,0.34,0.20
25342,2024年11月10日,21:27,0,84,0.20,1,0.95,0,0.61,1,0.84,0.74
25343,2024年11月10日,21:27,0,35,0.26,1,0.58,0,0.77,1,0.70,0.78
25344,2024年11月10日,21:28,1,85,0.57,0,0.33,1,0.62,0,0.16,0.02
25345,2024年11月10日,21:28,0,63,0.77,0,0.61,1,0.27,0,0.28,0.71
25346,2024年11月10日,21:28,1,78,0.02,1,0.98,0,0.18,1,0.24,0.56
25347,2024年11月10日,21:28,1,81,0.33,0,0.63,1,0.97,0,0.49,0.01
25348,2024年11月10日,21:29,1,33,0.92,0,0.93,1,0.76,0,0.64,0.44
25349,2024年11月10日,21:29,1,34,0.76,0,0.51,1,0.58,1,0.44,0.76
25350,2024年11月10日,21:29,0,51,0.53,0,0.56,1,0.66,1,0.19,0.49
25351,2024年11月10日,21:31,0,20,0.02,1,0.15,0,0.12,1,0.66,0.66
25352,2024年11月10日,21:31,1,73,0.29,1,0.37,0,0.14,1,0.97,0.03
25353,2024年11月10日,21:31,1,99,0.74,0,0.26,1,0.85,1,0.08,0.47
25354,2024年11月10日,21:32,1,65,0.56,0,0.64,1,0.34,0,0.43,0.99
25355,2024年11月10日,21:32,1,83,0.85,0,0.00,1,0.32,1,0.77,0.62
25356,2024年11月10日,21:32,0,85,1.00,0,0.86,1,0.53,1,0.21,0.91
25357,2024年11月10日,21:33,0,92,0.93,0,0.37,1,0.55,1,0.60,0.34
25358,2024年11月10日,21:33,0,55,0.40,0,0.17,1,0.91,1,0.90,0.55
25359,2024年11月10日,21:33,1,0,0.10,1,0.53,0,0.46,0,0.08,0.23
25360,2024年11月10日,21:34,1,16,0.08,1,0.83,0,1.00,0,0.99,0.22
25361,2024年11月10日,21:36,1,91,0.23,1,0.36,0,0.77,1,0.54,0.13
25362,2024年11月10日,21:36,1,21,0.53,0,0.53,1,0.20,0,0.80,0.96
25363,2024年11月10日,21:37,0,83,0.97,0,0.98,1,0.97,0,0.43,0.94
25364,2024年11月10日,21:39,1,98,0.11,1,0.89,0,0.72,1,0.28,0.14
25365,2024年11月10日,21:39,1,51,0.33,0,0.97,1,0.68,0,0.17,0.47
25366,2024年11月10日,21:39,0,7,0.39,0,0.02,1,0.24,0,0.10,0.97
25367,2024年11月10日,21:39,0,71,0.31,0,0.41,1,0.51,0,0.17,0.18
25368,2024年11月10日,21:40,1,62,0.63,0,0.30,1,0.86,1,0.71,0.81
25369,2024年11月10日,21:40,0,63,0.19,1,0.90,0,0.85,1,0.17,0.72
25370,2024年11月10日,21:43,1,99,0.86,0,0.53,1,0.27,0,0.07,0.79
25371,2024年11月10日,21:43,0,4,0.52,0,0.08,1,0.34,1,0.57,0.35
25372,2024年11月10日,21:43,0,99,0.43,0,0.73,1,0.86,1,0.53,0.10
25373,2024年11月10日,21:44,0,28,0.40,0,0.21,1,0.06,1,0.93,0.77
25374,2024年11月10日,21:45,0,4,0.50,0,0.96,1,0.09,0,0.01,0.21
25375,2024年11月10日,21:45,0,6,0.63,0,0.39,1,0.65,1,0.20,0.29
25376,2024年11月10日,21:45,0,97,0.06,1,0.66,0,0.28,1,0.90,0.26
25377,2024年11月10日,21:47,1,61,0.06,1,0.23,0,0.17,1,0.13,0.06
25378,2024年11月10日,21:47,0,28,0.42,0,0.90,1,0.57,0,0.36,0.53
25379,2024年11月10日,21:47,1,28,0.69,0,0.70,1,0.83,1,0.24,0.89
25380,2024年11月10日,21:49,0,67,0.55,0,0.93,1,0.74,1,0.24,0.63
25381,2024年11月10日,21:49,1,76,0.97,0,0.06,1,0.79,1,0.21,0.06
25382,2024年11月10日,21:50,1,63,0.92,0,0.95,1,0.38,0,0.84,0.48
25383,2024年11月10日,21:50,1,8,0.26,1,0.51,0,0.89,0,0.67,0.04
25384,2024年11月10日,21:50,0,0,0.54,0,0.83,1,0.87,1,0.19,0.90
25385,2024年11月10日,21:50,0,75,0.24,1,0.90,0,0.39,1,0.97,0.36
25386,2024年11月10日,21:51,1,80,0.47,0,0.02,1,0.98,1,0.88,0.65
25387,2024年11月10日,21:51,1,32,0.68,0,0.74,1,0.86,0,0.90,0.99
25388,2024年11月10日,21:52,1,6,0.99,0,0.24,1,0.18,0,0.09,0.70
25389,2024年11月10日,21:52,0,53,0.17,1,0.56,0,0.63,1,0.67,0.14
25390,2024年11月10日,21:52,1,59,0.07,1,0.17,0,0.02,0,0.13,0.35
25391,2024年11月10日,21:53,1,18,0.40,0,0.78,1,0.41,0,0.46,0.02
25392,2024年11月10日,21:53,1,45,0.64,0,0.12,1,0.78,1,0.97,0.55
25393,2024年11月10日,21:54,1,92,0.50,0,0.82,1,0.63,0,0.96,0.76
25394,2024年11月10日,21:55,1,66,0.68,0,0.78,1,0.71,0,0.75,0.28
25395,2024年11月10日,21:56,1,12,0.35,0,0.40,1,0.17,0,0.56,0.76
25396,2024年11月10日,21:56,0,68,0.51,0,0.99,1,0.27,1,0.88,0.15
25397,2024年11月10日,21:56,1,1,0.27,1,0.33,0,0.20,1,0.48,0.05
25398,2024年11月10日,21:56,1,43,0.65,0,0.42,1,0.23,0,0.15,0.28
25399,2024年11月10日,21:57,0,85,0.14,1,0.31,0,0.95,0,0.42,0.25
25400,2024年11月10日,21:58,0,44,0.08,1,0.84,0,0.13,0,0.81,0.94
25401,2024年11月10日,21:58,1,40,0.18,1,0.28,0,0.76,1,0.80,0.84
25402,2024年11月10日,21:59,1,29,0.29,1,0.11,0,0.20,0,0.14,0.10
25403,2024年11月10日,21:59,0,11,0.73,0,0.36,1,0.15,0,0.05,0.08
25404,2024年11月10日,22:00,0,34,0.45,0,0.10,1,0.65,0,0.00,0.51
25405,2024年11月10日,22:01,1,38,0.65,0,0.45,1,0.81,1,0.84,0.07
25406,2024年11月10日,22:01,1,53,0.23,1,0.51,0,0.31,0,0.40,0.06
25407,2024年11月10日,22:02,0,47,0.00,1,0.79,0,0.58,0,0.95,0.81
25408,2024年11月10日,22:03,1,8,0.37,0,0.14,1,0.07,1,0.49,0.27
25409,2024年11月10日,22:05,1,32,0.36,0,0.52,1,0.99,1,0.86,0.22
25410,2024年11月10日,22:07,1,33,0.43,0,0.42,1,0.81,1,0.94,0.16
25411,2024年11月10日,22:07,0,83,0.74,0,0.27,1,0.17,0,0.89,0.45
25412,2024年11月10日,22:09,1,66,0.62,0,0.97,1,0.72,0,0.49,0.82
25413,2024年11月10日,22:09,1,17,0.56,0,0.92,1,0.05,1,0.91,0.41
25414,2024年11月10日,22:09,1,45,0.97,0,0.02,1,0.77,1,0.67,0.88
25415,2024年11月10日,22:10,1,56,0.68,0,0.64,1,0.33,0,0.37,0.61
25416,2024年11月10日,22:10,1,74,0.25,1,0.95,0,0.21,1,0.58,0.82
25417,2024年11月10日,22:10,0,60,0.28,1,0.82,0,0.13,1,0.47,0.59
25418,2024年11月10日,22:10,0,44,0.29,1,0.19,0,0.76,1,0.26,0.38
25419,2024年11月10日,22:11,1,8,0.78,0,0.56,1,0.11,1,0.63,0.51
25420,2024年11月10日,22:11,0,90,0.75,0,0.55,1,0.99,1,0.50,0.42
25421,2024年11月10日,22:12,1,32,0.18,1,0.76,0,0.29,1,0.41,0.02
25422,2024年11月10日,22:12,0,36,0.58,0,0.95,1,0.86,1,0.30,0.70
25423,2024年11月10日,22:12,0,43,0.42,0,0.24,1,0.71,0,0.33,0.96
25424,2024年11月10日,22:12,0,13,0.91,0,0.08,1,0.80,1,0.25,0.87
25425,2024年11月10日,22:13,0,90,0.18,1,0.33,0,0.46,1,0.89,0.57
25426,2024年11月10日,22:14,1,89,0.88,0,0.33,1,0.43,0,0.73,0.38
25427,2024年11月10日,22:15,0,53,0.89,0,0.41,1,0.56,0,0.97,0.25
25428,2024年11月10日,22:15,1,37,0.59,0,0.32,1,0.53,1,0.40,0.81
25429,2024年11月10日,22:16,1,90,0.23,1,0.63,0,0.05,0,0.29,0.03
25430,2024年11月10日,22:16,0,66,0.86,0,0.97,1,0.91,0,0.06,0.32
25431,2024年11月10日,22:16,0,10,0.56,0,0.08,1,0.53,1,0.22,0.03
25432,2024年11月10日,22:16,0,65,0.17,1,0.30,0,0.89,1,0.49,0.94
25433,2024年11月10日,22:16,0,40,0.11,1,0.25,0,0.96,1,0.27,0.66
25434,2024年11月10日,22:18,0,95,0.03,1,0.41,0,0.90,1,0.78,0.59
25435,2024年11月10日,22:19,1,99,0.46,0,0.53,1,0.68,0,0.57,0.41
25436,2024年11月10日,22:19,1,6,0.43,0,0.24,1,0.96,1,0.97,0.35
25437,2024年11月10日,22:21,0,34,0.19,1,0.44,0,0.87,1,0.16,0.72
25438,2024年11月10日,22:21,1,7,0.99,0,0.00,1,0.56,0,0.31,0.31
25439,2024年11月10日,22:22,0,49,0.73,0,0.16,1,0.37,0,0.94,0.53
25440,2024年11月10日,22:22,1,31,0.43,0,0.07,1,0.28,0,0.87,0.37
25441,2024年11月10日,22:23,0,79,0.31,0,0.62,1,0.32,0,0.44,0.19
25442,2024年11月10日,22:25,1,34,0.31,0,0.06,1,0.10,1,0.87,0.91
25443,2024年11月10日,22:25,1,100,0.23,1,0.87,0,0.17,0,0.06,0.01
25444,2024年11月10日,22:25,0,39,0.47,0,0.31,1,0.35,0,0.27,0.28
25445,2024年11月10日,22:28,0,93,0.07,1,0.04,0,0.20,0,0.74,0.59
25446,2024年11月10日,22:28,0,81,0.03,1,0.40,0,0.35,1,0.10,0.13
25447,2024年11月10日,22:30,0,56,0.45,0,0.67,1,0.42,0,0.11,0.41
25448,2024年11月10日,22:30,1,47,0.82,0,0.58,1,0.71,1,0.97,0.41
25449,2024年11月10日,22:31,0,18,0.84,0,0.63,1,0.53,0,0.02,0.97
25450,2024年11月10日,22:33,1,72,0.36,0,0.99,1,0.90,1,0.03,0.86
25451,2024年11月10日,22:33,0,90,0.57,0,0.62,1,0.90,1,0.34,0.33
25452,2024年11月10日,22:34,0,21,0.17,1,0.13,0,0.36,1,0.70,0.10
25453,2024年11月10日,22:35,0,48,0.06,1,0.86,0,0.47,0,0.93,0.89
25454,2024年11月10日,22:36,0,54,0.85,0,0.82,1,0.94,0,0.48,0.02
25455,2024年11月10日,22:36,1,54,0.44,0,0.46,1,0.92,1,0.10,0.72
25456,2024年11月10日,22:37,1,27,0.05,1,0.39,0,0.83,1,0.07,0.38
25457,2024年11月10日,22:38,1,13,0.08,1,0.51,0,0.86,1,0.87,0.95
25458,2024年11月10日,22:38,1,26,0.20,1,0.41,0,0.56,1,0.55,0.27
25459,2024年11月10日,22:38,0,57,0.87,0,0.17,1,0.66,1,0.33,0.43
25460,2024年11月10日,22:39,0,72,0.04,1,0.92,0,0.64,1,0.37,0.70
25461,2024年11月10日,22:39,1,28,0.90,0,0.28,1,0.71,1,0.29,0.92
25462,2024年11月10日,22:41,1,61,0.54,0,0.02,1,0.79,0,0.74,0.64
25463,2024年11月10日,22:41,1,24,0.90,0,0.01,1,0.19,1,0.41,0.43
25464,2024年11月10日,22:42,0,45,0.53,0,0.62,1,0.28,0,0.12,0.85
25465,2024年11月10日,22:42,1,48,0.95,0,0.42,1,0.31,0,0.17,0.49
25466,2024年11月10日,22:43,0,37,0.79,0,0.11,1,0.86,0,0.07,0.37
25467,2024年11月10日,22:43,0,50,0.45,0,0.07,1,0.25,0,0.49,0.58
25468,2024年11月10日,22:43,1,58,0.82,0,0.85,1,0.00,0,0.87,0.27
25469,2024年11月10日,22:44,0,49,0.74,0,0.31,1,0.40,0,0.56,0.82
25470,2024年11月10日,22:44,1,32,0.26,1,0.04,0,0.50,0,0.25,0.72
25471,2024年11月10日,22:47,1,53,0.45,0,0.98,1,0.49,0,0.25,0.11
25472,2024年11月10日,22:48,1,49,0.64,0,0.43,1,0.69,0,0.31,0.43
25473,2024年11月10日,22:48,1,58,0.58,0,0.76,1,0.57,0,0.28,0.20
25474,2024年11月10日,22:49,1,72,0.20,1,0.08,0,0.71,0,0.42,0.68
25475,2024年11月10日,22:50,1,96,0.39,0,0.01,1,0.96,0,0.29,0.33
25476,2024年11月10日,22:51,0,52,0.79,0,0.62,1,0.64,0,0.38,0.34
25477,2024年11月10日,22:51,1,69,0.41,0,0.10,1,0.25,1,0.82,0.04
25478,2024年11月10日,22:52,1,60,0.08,1,0.80,0,0.32,1,0.55,0.05
25479,2024年11月10日,22:53,0,54,0.97,0,0.67,1,0.43,1,0.21,0.56
25480,2024年11月10日,22:54,0,1,0.09,1,0.84,0,0.27,1,0.02,0.06
25481,2024年11月10日,22:54,0,98,0.57,0,0.11,1,0.54,0,0.81,0.46
25482,2024年11月10日,22:55,0,17,0.48,0,0.05,1,0.63,0,0.05,0.07
25483,2024年11月10日,22:56,1,28,0.16,1,0.54,0,0.33,0,0.89,0.40
25484,2024年11月10日,22:58,1,89,0.55,0,0.81,1,0.76,1,0.59,0.58
25485,2024年11月10日,23:00,0,18,0.64,0,0.49,1,0.95,0,0.90,0.29
25486,2024年11月10日,23:01,1,47,0.16,1,0.10,0,0.24,0,0.77,0.83
25487,2024年11月10日,23:03,1,79,0.43,0,0.62,1,0.09,1,0.57,0.98
25488,2024年11月10日,23:04,0,75,0.37,0,0.38,1,0.29,1,0.51,0.39
25489,2024年11月10日,23:04,0,50,0.48,0,0.13,1,0.99,0,0.01,0.62
25490,2024年11月10日,23:06,1,99,0.92,0,0.43,1,0.69,1,0.42,0.81
25491,2024年11月10日,23:06,0,23,0.17,1,0.98,0,0.67,1,0.15,0.28
25492,2024年11月10日,23:07,1,32,0.25,1,0.33,0,0.40,0,0.80,0.88
25493,2024年11月10日,23:07,1,51,0.14,1,0.12,0,0.72,1,0.15,0.58
25494,2024年11月10日,23:08,0,3,0.34,0,0.71,1,0.44,0,0.59,0.72
25495,2024年11月10日,23:08,1,58,0.09,1,0.41,0,0.48,0,0.87,0.27
25496,2024年11月10日,23:09,0,5,0.32,0,0.72,1,0.62,0,0.03,0.32
25497,2024年11月10日,23:09,0,40,0.46,0,0.33,1,0.01,1,0.96,0.74
25498,2024年11月10日,23:09,1,84,0.22,1,0.63,0,0.17,1,0.97,0.06
25499,2024年11月10日,23:09,0,96,0.61,0,0.74,1,0.98,0,0.23,0.03
25500,2024年11月10日,23:09,0,56,0.54,0,0.90,1,0.88,0,0.75,0.11
25501,2024年11月10日,23:09,0,74,0.01,1,0.87,0,0.16,0,0.21,0.01
25502,2024年11月10日,23:10,0,69,0.11,1,0.96,0,0.09,0,0.69,0.26
25503,2024年11月10日,23:10,0,45,0.89,0,0.82,1,0.28,0,0.88,0.97
25504,2024年11月10日,23:10,1,66,0.18,1,0.78,0,0.74,1,0.72,0.96
25505,2024年11月10日,23:10,1,13,0.82,0,0.11,1,0.21,1,0.98,0.59
25506,2024年11月10日,23:11,1,34,0.10,1,0.25,0,0.89,0,0.18,0.09
25507,2024年11月10日,23:11,0,96,0.15,1,0.76,0,0.62,1,0.37,0.59
25508,2024年11月10日,23:12,0,2,0.07,1,0.16,0,0.57,0,0.14,0.97
25509,2024年11月10日,23:13,1,95,0.40,0,0.50,1,0.63,0,0.42,0.80
25510,2024年11月10日,23:14,0,29,0.52,0,0.05,1,0.51,1,0.91,0.75
25511,2024年11月10日,23:19,0,72,0.34,0,0.57,1,0.61,0,0.83,0.47
25512,2024年11月10日,23:21,1,64,0.17,1,0.97,0,0.50,1,0.47,0.79
25513,2024年11月10日,23:22,0,86,0.17,1,0.24,0,0.95,0,0.40,0.23
25514,2024年11月10日,23:23,0,24,0.49,0,0.33,1,0.57,1,0.84,0.12
25515,2024年11月10日,23:23,1,70,0.24,1,0.19,0,0.92,0,0.48,0.45
25516,2024年11月10日,23:23,1,78,0.17,1,0.51,0,0.83,0,0.54,0.15
25517,2024年11月10日,23:24,1,19,0.98,0,0.10,1,0.15,0,0.95,0.63
25518,2024年11月10日,23:26,1,64,0.94,0,0.95,1,0.33,1,0.86,0.83
25519,2024年11月10日,23:26,1,83,0.57,0,0.88,1,0.01,0,0.06,0.96
25520,2024年11月10日,23:28,1,81,0.59,0,0.71,1,0.36,0,0.70,0.82
25521,2024年11月10日,23:30,1,60,0.56,0,0.59,1,0.76,1,0.55,0.19
25522,2024年11月10日,23:30,0,64,0.94,0,0.03,1,0.09,0,0.25,0.55
25523,2024年11月10日,23:30,0,49,0.17,1,0.90,0,0.99,0,0.40,0.44
25524,2024年11月10日,23:31,1,86,0.03,1,0.35,0,0.80,1,0.03,0.85
25525,2024年11月10日,23:32,1,51,1.00,0,0.99,1,0.56,1,0.67,0.89
25526,2024年11月10日,23:32,0,33,0.22,1,0.40,0,0.45,0,0.18,0.14
25527,2024年11月10日,23:32,1,98,0.05,1,0.89,0,0.47,1,0.58,0.41
25528,2024年11月10日,23:32,0,17,0.74,0,0.45,1,0.51,1,0.18,0.47
25529,2024年11月10日,23:37,1,39,0.11,1,0.25,0,0.79,0,0.34,0.73
25530,2024年11月10日,23:37,1,32,0.14,1,0.81,0,0.67,1,0.96,0.78
25531,2024年11月10日,23:37,1,29,0.72,0,0.77,1,0.98,0,0.17,0.96
25532,2024年11月10日,23:38,0,29,0.07,1,0.06,0,0.49,0,0.18,0.03
25533,2024年11月10日,23:39,1,9,0.35,0,0.65,1,0.36,0,0.00,0.72
25534,2024年11月10日,23:41,1,4,0.31,0,0.16,1,0.12,0,0.15,0.71
25535,2024年11月10日,23:43,0,93,0.08,1,0.50,0,0.88,0,0.62,0.57
25536,2024年11月10日,23:44,1,27,0.59,0,0.94,1,0.09,1,0.10,0.74
25537,2024年11月10日,23:46,0,34,0.67,0,0.38,1,0.92,1,0.90,0.79
25538,2024年11月10日,23:46,1,92,0.50,0,0.64,1,0.92,1,0.62,0.43
25539,2024年11月10日,23:46,0,25,1.00,0,0.97,1,0.67,0,0.78,0.66
25540,2024年11月10日,23:46,0,11,0.90,0,0.10,1,0.59,0,0.90,0.33
25541,2024年11月10日,23:48,0,12,0.83,0,0.96,1,0.44,0,0.86,0.06
25542,2024年11月10日,23:50,0,23,0.76,0,0.02,1,0.99,0,0.31,0.61
25543,2024年11月10日,23:51,1,8,0.52,0,0.16,1,0.87,1,0.98,0.93
25544,2024年11月10日,23:52,0,11,0.23,1,0.94,0,0.09,0,0.50,0.01
25545,2024年11月10日,23:52,0,95,0.56,0,0.29,1,0.62,1,0.22,0.95
25546,2024年11月10日,23:52,0,14,0.52,0,0.47,1,0.89,0,0.33,0.66
25547,2024年11月10日,23:52,0,66,0.80,0,0.06,1,0.07,1,0.13,0.13
25548,2024年11月10日,23:52,1,16,0.93,0,0.28,1,0.36,0,0.61,0.94
25549,2024年11月10日,23:52,1,49,0.23,1,0.47,0,0.37,0,0.49,0.29
25550,2024年11月10日,23:54,1,54,0.93,0,0.98,1,0.16,0,0.70,0.28
25551,2024年11月10日,23:55,1,48,0.38,0,0.75,1,0.17,1,0.43,0.96
25552,2024年11月10日,23:56,0,47,0.84,0,0.96,1,0.25,0,0.65,0.49
25553,2024年11月10日,23:57,1,60,0.12,1,0.61,0,0.71,0,0.12,0.77
25554,2024年11月10日,23:58,0,75,0.08,1,0.67,0,0.98,1,0.87,0.15
25555,2024年11月11日,0:00,0,85,0.45,0,0.38,1,0.22,0,0.94,0.40
25556,2024年11月11日,0:01,1,29,0.87,0,0.96,1,0.31,1,0.77,0.30
25557,2024年11月11日,0:01,1,50,0.58,0,0.90,1,0.03,0,0.61,0.88
25558,2024年11月11日,0:02,1,83,0.69,0,0.89,1,0.01,0,0.28,0.61
25559,2024年11月11日,0:02,1,47,0.73,0,0.07,1,0.58,0,0.24,0.42
25560,2024年11月11日,0:02,1,91,0.69,0,0.61,1,0.75,1,0.07,0.30
25561,2024年11月11日,0:02,1,73,0.03,1,0.74,0,0.98,0,0.11,0.95
25562,2024年11月11日,0:03,0,13,0.44,0,0.94,1,0.50,0,0.70,0.94
25563,2024年11月11日,0:03,0,17,0.65,0,0.46,1,0.41,0,0.04,0.83
25564,2024年11月11日,0:04,1,9,0.85,0,0.97,1,0.44,1,0.38,0.99
25565,2024年11月11日,0:04,0,20,0.03,1,0.25,0,0.83,0,0.71,0.66
25566,2024年11月11日,0:04,0,86,0.33,0,0.69,1,0.02,0,0.83,0.53
25567,2024年11月11日,0:05,0,26,0.19,1,0.21,0,0.44,0,0.18,0.48
25568,2024年11月11日,0:05,1,69,0.82,0,0.55,1,0.51,0,0.38,0.52
25569,2024年11月11日,0:05,1,70,0.24,1,0.84,0,0.55,1,0.69,0.85
25570,2024年11月11日,0:07,1,96,0.60,0,0.54,1,0.37,0,0.18,0.67
25571,2024年11月11日,0:07,0,9,0.37,0,0.72,1,0.18,1,0.13,0.34
25572,2024年11月11日,0:07,0,78,0.17,1,0.27,0,0.95,0,0.78,0.49
25573,2024年11月11日,0:08,0,35,0.65,0,0.09,1,0.41,1,0.69,0.04
25574,2024年11月11日,0:11,0,37,0.39,0,0.83,1,0.45,0,0.66,0.69
25575,2024年11月11日,0:12,0,72,0.56,0,0.19,1,0.52,1,0.22,0.36
25576,2024年11月11日,0:12,0,34,0.25,1,0.60,0,0.06,0,0.91,0.97
25577,2024年11月11日,0:13,0,26,0.32,0,0.64,1,0.05,0,0.25,0.92
25578,2024年11月11日,0:14,0,96,0.23,1,0.18,0,0.30,0,0.36,0.60
25579,2024年11月11日,0:14,1,38,0.47,0,0.62,1,0.38,1,0.80,0.45
25580,2024年11月11日,0:15,0,80,0.05,1,0.52,0,0.99,1,0.83,0.37
25581,2024年11月11日,0:20,0,53,0.10,1,0.48,0,1.00,0,0.03,0.23
25582,2024年11月11日,0:20,0,9,0.88,0,0.82,1,0.37,0,0.10,0.94
25583,2024年11月11日,0:21,1,40,0.02,1,0.29,0,0.15,1,0.24,0.73
25584,2024年11月11日,0:22,1,24,0.19,1,0.71,0,0.56,0,0.09,0.81
25585,2024年11月11日,0:25,1,5,0.83,0,0.00,1,0.31,0,0.87,0.02
25586,2024年11月11日,0:25,0,28,0.61,0,0.69,1,0.91,0,0.59,0.75
25587,2024年11月11日,0:25,0,71,0.06,1,0.74,0,0.70,0,0.48,0.80
25588,2024年11月11日,0:26,1,25,0.56,0,0.98,1,0.61,0,0.06,0.30
